Sexo;Comunidad autónoma/provincia;Ciclo formativo (1);Total
AMBOS SEXOS;Barcelona;Servicios comerciales;.
AMBOS SEXOS;Barcelona;07 EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Barcelona;Reforma y mantenimiento de edificios;.
AMBOS SEXOS;Barcelona;08 ELECTRICIDAD Y ELECTRÓNICA;.
AMBOS SEXOS;Barcelona;Electricidad y electrónica;.
AMBOS SEXOS;Barcelona;Instalaciones electrotécnicas y mecánica;.
AMBOS SEXOS;Barcelona;10 FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Barcelona;Fabricación de elementos metálicos;.
AMBOS SEXOS;Barcelona;Fabricación y montaje;.
AMBOS SEXOS;Barcelona;11 HOSTELERÍA Y TURISMO;.
AMBOS SEXOS;Barcelona;Actividades de panadería y pastelería;.
AMBOS SEXOS;Barcelona;Alojamiento y lavandería;.
AMBOS SEXOS;Barcelona;Cocina y restauración;.
AMBOS SEXOS;Barcelona;12 IMAGEN PERSONAL;.
AMBOS SEXOS;Barcelona;Peluquería y estética;.
AMBOS SEXOS;Barcelona;14 INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Barcelona;Industrias alimentarias;.
AMBOS SEXOS;Barcelona;16 INFORMÁTICA Y COMUNICACIONES;.
AMBOS SEXOS;Barcelona;Informática de oficina;.
AMBOS SEXOS;Barcelona;Informática y comunicaciones;.
AMBOS SEXOS;Barcelona;17 INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Barcelona;Mantenimiento de viviendas;.
AMBOS SEXOS;Barcelona;18 MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Barcelona;Carpintería y mueble;.
AMBOS SEXOS;Barcelona;19 MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Barcelona;Actividades marítimo-pesqueras;.
AMBOS SEXOS;Barcelona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
AMBOS SEXOS;Barcelona;Actividades domésticas y limpieza de edificios;.
AMBOS SEXOS;Barcelona;24 TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Barcelona;Arreglo y reparación de artículos textiles y de piel;.
AMBOS SEXOS;Barcelona;Tapicería y cortinaje;.
AMBOS SEXOS;Barcelona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
AMBOS SEXOS;Barcelona;Mantenimiento de embarcaciones deportivas y de recreo;.
AMBOS SEXOS;Barcelona;Mantenimiento de vehículos;.
AMBOS SEXOS;Barcelona;26 VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Barcelona;Vidriería y alfarería;.
AMBOS SEXOS;Girona;00 TOTAL;.
AMBOS SEXOS;Girona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
AMBOS SEXOS;Girona;Acceso y Conservación en Instalaciones Deportivas;.
AMBOS SEXOS;Girona;02 ADMINISTRACIÓN Y GESTIÓN;.
AMBOS SEXOS;Girona;Servicios administrativos;.
AMBOS SEXOS;Girona;03 AGRARIA;.
AMBOS SEXOS;Girona;Actividades agropecuarias;.
AMBOS SEXOS;Girona;Agro-jardinería y composiciones florales;.
AMBOS SEXOS;Girona;Aprovechamientos forestales;.
AMBOS SEXOS;Girona;04 ARTES GRÁFICAS;.
AMBOS SEXOS;Girona;Artes gráficas;.
AMBOS SEXOS;Girona;06 COMERCIO Y MARKETING;.
AMBOS SEXOS;Girona;Servicios comerciales;.
AMBOS SEXOS;Girona;07 EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Girona;Reforma y mantenimiento de edificios;.
AMBOS SEXOS;Girona;08 ELECTRICIDAD Y ELECTRÓNICA;.
AMBOS SEXOS;Girona;Electricidad y electrónica;.
AMBOS SEXOS;Girona;Instalaciones electrotécnicas y mecánica;.
AMBOS SEXOS;Girona;10 FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Girona;Fabricación de elementos metálicos;.
AMBOS SEXOS;Girona;Fabricación y montaje;.
AMBOS SEXOS;Girona;11 HOSTELERÍA Y TURISMO;.
AMBOS SEXOS;Girona;Actividades de panadería y pastelería;.
AMBOS SEXOS;Girona;Alojamiento y lavandería;.
AMBOS SEXOS;Girona;Cocina y restauración;.
AMBOS SEXOS;Girona;12 IMAGEN PERSONAL;.
AMBOS SEXOS;Girona;Peluquería y estética;.
AMBOS SEXOS;Girona;14 INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Girona;Industrias alimentarias;.
AMBOS SEXOS;Girona;16 INFORMÁTICA Y COMUNICACIONES;.
AMBOS SEXOS;Girona;Informática de oficina;.
AMBOS SEXOS;Girona;Informática y comunicaciones;.
AMBOS SEXOS;Girona;17 INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Girona;Mantenimiento de viviendas;.
AMBOS SEXOS;Girona;18 MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Girona;Carpintería y mueble;.
AMBOS SEXOS;Girona;19 MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Girona;Actividades marítimo-pesqueras;.
AMBOS SEXOS;Girona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
AMBOS SEXOS;Girona;Actividades domésticas y limpieza de edificios;.
AMBOS SEXOS;Girona;24 TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Girona;Arreglo y reparación de artículos textiles y de piel;.
AMBOS SEXOS;Girona;Tapicería y cortinaje;.
AMBOS SEXOS;Girona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
AMBOS SEXOS;Girona;Mantenimiento de embarcaciones deportivas y de recreo;.
AMBOS SEXOS;Girona;Mantenimiento de vehículos;.
AMBOS SEXOS;Girona;26 VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Girona;Vidriería y alfarería;.
AMBOS SEXOS;Lleida;00 TOTAL;.
AMBOS SEXOS;Lleida;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
AMBOS SEXOS;Lleida;Acceso y Conservación en Instalaciones Deportivas;.
AMBOS SEXOS;Lleida;02 ADMINISTRACIÓN Y GESTIÓN;.
AMBOS SEXOS;Lleida;Servicios administrativos;.
AMBOS SEXOS;Lleida;03 AGRARIA;.
AMBOS SEXOS;Lleida;Actividades agropecuarias;.
AMBOS SEXOS;Lleida;Agro-jardinería y composiciones florales;.
AMBOS SEXOS;Lleida;Aprovechamientos forestales;.
AMBOS SEXOS;Lleida;04 ARTES GRÁFICAS;.
AMBOS SEXOS;Lleida;Artes gráficas;.
AMBOS SEXOS;Lleida;06 COMERCIO Y MARKETING;.
AMBOS SEXOS;Lleida;Servicios comerciales;.
AMBOS SEXOS;Lleida;07 EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Lleida;Reforma y mantenimiento de edificios;.
AMBOS SEXOS;Lleida;08 ELECTRICIDAD Y ELECTRÓNICA;.
AMBOS SEXOS;Lleida;Electricidad y electrónica;.
AMBOS SEXOS;Lleida;Instalaciones electrotécnicas y mecánica;.
AMBOS SEXOS;Lleida;10 FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Lleida;Fabricación de elementos metálicos;.
AMBOS SEXOS;Lleida;Fabricación y montaje;.
AMBOS SEXOS;Lleida;11 HOSTELERÍA Y TURISMO;.
AMBOS SEXOS;Lleida;Actividades de panadería y pastelería;.
AMBOS SEXOS;Lleida;Alojamiento y lavandería;.
AMBOS SEXOS;Lleida;Cocina y restauración;.
AMBOS SEXOS;Lleida;12 IMAGEN PERSONAL;.
AMBOS SEXOS;Lleida;Peluquería y estética;.
AMBOS SEXOS;Lleida;14 INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Lleida;Industrias alimentarias;.
AMBOS SEXOS;Lleida;16 INFORMÁTICA Y COMUNICACIONES;.
AMBOS SEXOS;Lleida;Informática de oficina;.
AMBOS SEXOS;Lleida;Informática y comunicaciones;.
AMBOS SEXOS;Lleida;17 INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Lleida;Mantenimiento de viviendas;.
AMBOS SEXOS;Lleida;18 MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Lleida;Carpintería y mueble;.
AMBOS SEXOS;Lleida;19 MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Lleida;Actividades marítimo-pesqueras;.
AMBOS SEXOS;Lleida;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
AMBOS SEXOS;Lleida;Actividades domésticas y limpieza de edificios;.
AMBOS SEXOS;Lleida;24 TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Lleida;Arreglo y reparación de artículos textiles y de piel;.
AMBOS SEXOS;Lleida;Tapicería y cortinaje;.
AMBOS SEXOS;Lleida;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
AMBOS SEXOS;Lleida;Mantenimiento de embarcaciones deportivas y de recreo;.
AMBOS SEXOS;Lleida;Mantenimiento de vehículos;.
AMBOS SEXOS;Lleida;26 VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Lleida;Vidriería y alfarería;.
AMBOS SEXOS;Tarragona;00 TOTAL;.
AMBOS SEXOS;Tarragona;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
AMBOS SEXOS;Tarragona;Acceso y Conservación en Instalaciones Deportivas;.
AMBOS SEXOS;Tarragona;02 ADMINISTRACIÓN Y GESTIÓN;.
AMBOS SEXOS;Tarragona;Servicios administrativos;.
AMBOS SEXOS;Tarragona;03 AGRARIA;.
AMBOS SEXOS;Tarragona;Actividades agropecuarias;.
AMBOS SEXOS;Tarragona;Agro-jardinería y composiciones florales;.
AMBOS SEXOS;Tarragona;Aprovechamientos forestales;.
AMBOS SEXOS;Tarragona;04 ARTES GRÁFICAS;.
AMBOS SEXOS;Tarragona;Artes gráficas;.
AMBOS SEXOS;Tarragona;06 COMERCIO Y MARKETING;.
AMBOS SEXOS;Tarragona;Servicios comerciales;.
AMBOS SEXOS;Tarragona;07 EDIFICACIÓN Y OBRA CIVIL;.
AMBOS SEXOS;Tarragona;Reforma y mantenimiento de edificios;.
AMBOS SEXOS;Tarragona;08 ELECTRICIDAD Y ELECTRÓNICA;.
AMBOS SEXOS;Tarragona;Electricidad y electrónica;.
AMBOS SEXOS;Tarragona;Instalaciones electrotécnicas y mecánica;.
AMBOS SEXOS;Tarragona;10 FABRICACIÓN MECÁNICA;.
AMBOS SEXOS;Tarragona;Fabricación de elementos metálicos;.
AMBOS SEXOS;Tarragona;Fabricación y montaje;.
AMBOS SEXOS;Tarragona;11 HOSTELERÍA Y TURISMO;.
AMBOS SEXOS;Tarragona;Actividades de panadería y pastelería;.
AMBOS SEXOS;Tarragona;Alojamiento y lavandería;.
AMBOS SEXOS;Tarragona;Cocina y restauración;.
AMBOS SEXOS;Tarragona;12 IMAGEN PERSONAL;.
AMBOS SEXOS;Tarragona;Peluquería y estética;.
AMBOS SEXOS;Tarragona;14 INDUSTRIAS ALIMENTARIAS;.
AMBOS SEXOS;Tarragona;Industrias alimentarias;.
AMBOS SEXOS;Tarragona;16 INFORMÁTICA Y COMUNICACIONES;.
AMBOS SEXOS;Tarragona;Informática de oficina;.
AMBOS SEXOS;Tarragona;Informática y comunicaciones;.
AMBOS SEXOS;Tarragona;17 INSTALACIÓN Y MANTENIMIENTO;.
AMBOS SEXOS;Tarragona;Mantenimiento de viviendas;.
AMBOS SEXOS;Tarragona;18 MADERA, MUEBLE Y CORCHO;.
AMBOS SEXOS;Tarragona;Carpintería y mueble;.
AMBOS SEXOS;Tarragona;19 MARÍTIMO-PESQUERA;.
AMBOS SEXOS;Tarragona;Actividades marítimo-pesqueras;.
AMBOS SEXOS;Tarragona;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;.
AMBOS SEXOS;Tarragona;Actividades domésticas y limpieza de edificios;.
AMBOS SEXOS;Tarragona;24 TEXTIL, CONFECCIÓN Y PIEL;.
AMBOS SEXOS;Tarragona;Arreglo y reparación de artículos textiles y de piel;.
AMBOS SEXOS;Tarragona;Tapicería y cortinaje;.
AMBOS SEXOS;Tarragona;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
AMBOS SEXOS;Tarragona;Mantenimiento de embarcaciones deportivas y de recreo;.
AMBOS SEXOS;Tarragona;Mantenimiento de vehículos;.
AMBOS SEXOS;Tarragona;26 VIDRIO Y CERÁMICA;.
AMBOS SEXOS;Tarragona;Vidriería y alfarería;.
AMBOS SEXOS;10 COMUNITAT VALENCIANA;00 TOTAL;3.265
AMBOS SEXOS;10 COMUNITAT VALENCIANA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;10 COMUNITAT VALENCIANA;02 ADMINISTRACIÓN Y GESTIÓN;582
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Servicios administrativos;582
AMBOS SEXOS;10 COMUNITAT VALENCIANA;03 AGRARIA;315
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Actividades agropecuarias;4
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Agro-jardinería y composiciones florales;256
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Aprovechamientos forestales;55
AMBOS SEXOS;10 COMUNITAT VALENCIANA;04 ARTES GRÁFICAS;20
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Artes gráficas;20
AMBOS SEXOS;10 COMUNITAT VALENCIANA;06 COMERCIO Y MARKETING;218
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Servicios comerciales;218
AMBOS SEXOS;10 COMUNITAT VALENCIANA;07 EDIFICACIÓN Y OBRA CIVIL;29
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Reforma y mantenimiento de edificios;29
AMBOS SEXOS;10 COMUNITAT VALENCIANA;08 ELECTRICIDAD Y ELECTRÓNICA;500
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Electricidad y electrónica;467
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Instalaciones electrotécnicas y mecánica;33
AMBOS SEXOS;10 COMUNITAT VALENCIANA;10 FABRICACIÓN MECÁNICA;168
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Fabricación de elementos metálicos;32
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Fabricación y montaje;136
AMBOS SEXOS;10 COMUNITAT VALENCIANA;11 HOSTELERÍA Y TURISMO;210
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Actividades de panadería y pastelería;16
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Alojamiento y lavandería;31
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Cocina y restauración;163
AMBOS SEXOS;10 COMUNITAT VALENCIANA;12 IMAGEN PERSONAL;250
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Peluquería y estética;250
AMBOS SEXOS;10 COMUNITAT VALENCIANA;14 INDUSTRIAS ALIMENTARIAS;24
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Industrias alimentarias;24
AMBOS SEXOS;10 COMUNITAT VALENCIANA;16 INFORMÁTICA Y COMUNICACIONES;702
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Informática de oficina;470
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Informática y comunicaciones;232
AMBOS SEXOS;10 COMUNITAT VALENCIANA;17 INSTALACIÓN Y MANTENIMIENTO;16
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Mantenimiento de viviendas;16
AMBOS SEXOS;10 COMUNITAT VALENCIANA;18 MADERA, MUEBLE Y CORCHO;28
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Carpintería y mueble;28
AMBOS SEXOS;10 COMUNITAT VALENCIANA;19 MARÍTIMO-PESQUERA;6
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Actividades marítimo-pesqueras;6
AMBOS SEXOS;10 COMUNITAT VALENCIANA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;7
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Actividades domésticas y limpieza de edificios;7
AMBOS SEXOS;10 COMUNITAT VALENCIANA;24 TEXTIL, CONFECCIÓN Y PIEL;25
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Arreglo y reparación de artículos textiles y de piel;24
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Tapicería y cortinaje;1
AMBOS SEXOS;10 COMUNITAT VALENCIANA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;150
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Mantenimiento de vehículos;150
AMBOS SEXOS;10 COMUNITAT VALENCIANA;26 VIDRIO Y CERÁMICA;15
AMBOS SEXOS;10 COMUNITAT VALENCIANA;Vidriería y alfarería;15
AMBOS SEXOS;Alicante/Alacant;00 TOTAL;1.377
AMBOS SEXOS;Alicante/Alacant;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Alicante/Alacant;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Alicante/Alacant;02 ADMINISTRACIÓN Y GESTIÓN;183
AMBOS SEXOS;Alicante/Alacant;Servicios administrativos;183
AMBOS SEXOS;Alicante/Alacant;03 AGRARIA;163
AMBOS SEXOS;Alicante/Alacant;Actividades agropecuarias;0
AMBOS SEXOS;Alicante/Alacant;Agro-jardinería y composiciones florales;151
AMBOS SEXOS;Alicante/Alacant;Aprovechamientos forestales;12
AMBOS SEXOS;Alicante/Alacant;04 ARTES GRÁFICAS;16
AMBOS SEXOS;Alicante/Alacant;Artes gráficas;16
AMBOS SEXOS;Alicante/Alacant;06 COMERCIO Y MARKETING;104
AMBOS SEXOS;Alicante/Alacant;Servicios comerciales;104
AMBOS SEXOS;Alicante/Alacant;07 EDIFICACIÓN Y OBRA CIVIL;18
AMBOS SEXOS;Alicante/Alacant;Reforma y mantenimiento de edificios;18
AMBOS SEXOS;Alicante/Alacant;08 ELECTRICIDAD Y ELECTRÓNICA;193
AMBOS SEXOS;Alicante/Alacant;Electricidad y electrónica;176
AMBOS SEXOS;Alicante/Alacant;Instalaciones electrotécnicas y mecánica;17
AMBOS SEXOS;Alicante/Alacant;10 FABRICACIÓN MECÁNICA;79
AMBOS SEXOS;Alicante/Alacant;Fabricación de elementos metálicos;19
AMBOS SEXOS;Alicante/Alacant;Fabricación y montaje;60
AMBOS SEXOS;Alicante/Alacant;11 HOSTELERÍA Y TURISMO;101
AMBOS SEXOS;Alicante/Alacant;Actividades de panadería y pastelería;8
AMBOS SEXOS;Alicante/Alacant;Alojamiento y lavandería;31
AMBOS SEXOS;Alicante/Alacant;Cocina y restauración;62
AMBOS SEXOS;Alicante/Alacant;12 IMAGEN PERSONAL;129
AMBOS SEXOS;Alicante/Alacant;Peluquería y estética;129
AMBOS SEXOS;Alicante/Alacant;14 INDUSTRIAS ALIMENTARIAS;5
AMBOS SEXOS;Alicante/Alacant;Industrias alimentarias;5
AMBOS SEXOS;Alicante/Alacant;16 INFORMÁTICA Y COMUNICACIONES;264
AMBOS SEXOS;Alicante/Alacant;Informática de oficina;200
AMBOS SEXOS;Alicante/Alacant;Informática y comunicaciones;64
AMBOS SEXOS;Alicante/Alacant;17 INSTALACIÓN Y MANTENIMIENTO;7
AMBOS SEXOS;Alicante/Alacant;Mantenimiento de viviendas;7
AMBOS SEXOS;Alicante/Alacant;18 MADERA, MUEBLE Y CORCHO;2
AMBOS SEXOS;Alicante/Alacant;Carpintería y mueble;2
AMBOS SEXOS;Alicante/Alacant;19 MARÍTIMO-PESQUERA;6
AMBOS SEXOS;Alicante/Alacant;Actividades marítimo-pesqueras;6
AMBOS SEXOS;Alicante/Alacant;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;7
AMBOS SEXOS;Alicante/Alacant;Actividades domésticas y limpieza de edificios;7
AMBOS SEXOS;Alicante/Alacant;24 TEXTIL, CONFECCIÓN Y PIEL;15
AMBOS SEXOS;Alicante/Alacant;Arreglo y reparación de artículos textiles y de piel;14
AMBOS SEXOS;Alicante/Alacant;Tapicería y cortinaje;1
AMBOS SEXOS;Alicante/Alacant;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85
AMBOS SEXOS;Alicante/Alacant;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Alicante/Alacant;Mantenimiento de vehículos;85
AMBOS SEXOS;Alicante/Alacant;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Alicante/Alacant;Vidriería y alfarería;0
AMBOS SEXOS;Castellón/Castelló;00 TOTAL;374
AMBOS SEXOS;Castellón/Castelló;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Castellón/Castelló;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Castellón/Castelló;02 ADMINISTRACIÓN Y GESTIÓN;75
AMBOS SEXOS;Castellón/Castelló;Servicios administrativos;75
AMBOS SEXOS;Castellón/Castelló;03 AGRARIA;34
AMBOS SEXOS;Castellón/Castelló;Actividades agropecuarias;0
AMBOS SEXOS;Castellón/Castelló;Agro-jardinería y composiciones florales;32
AMBOS SEXOS;Castellón/Castelló;Aprovechamientos forestales;2
AMBOS SEXOS;Castellón/Castelló;04 ARTES GRÁFICAS;1
AMBOS SEXOS;Castellón/Castelló;Artes gráficas;1
AMBOS SEXOS;Castellón/Castelló;06 COMERCIO Y MARKETING;32
AMBOS SEXOS;Castellón/Castelló;Servicios comerciales;32
AMBOS SEXOS;Castellón/Castelló;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Castellón/Castelló;Reforma y mantenimiento de edificios;0
AMBOS SEXOS;Castellón/Castelló;08 ELECTRICIDAD Y ELECTRÓNICA;91
AMBOS SEXOS;Castellón/Castelló;Electricidad y electrónica;91
AMBOS SEXOS;Castellón/Castelló;Instalaciones electrotécnicas y mecánica;0
AMBOS SEXOS;Castellón/Castelló;10 FABRICACIÓN MECÁNICA;3
AMBOS SEXOS;Castellón/Castelló;Fabricación de elementos metálicos;0
AMBOS SEXOS;Castellón/Castelló;Fabricación y montaje;3
AMBOS SEXOS;Castellón/Castelló;11 HOSTELERÍA Y TURISMO;10
AMBOS SEXOS;Castellón/Castelló;Actividades de panadería y pastelería;0
AMBOS SEXOS;Castellón/Castelló;Alojamiento y lavandería;0
AMBOS SEXOS;Castellón/Castelló;Cocina y restauración;10
AMBOS SEXOS;Castellón/Castelló;12 IMAGEN PERSONAL;22
AMBOS SEXOS;Castellón/Castelló;Peluquería y estética;22
AMBOS SEXOS;Castellón/Castelló;14 INDUSTRIAS ALIMENTARIAS;0
AMBOS SEXOS;Castellón/Castelló;Industrias alimentarias;0
AMBOS SEXOS;Castellón/Castelló;16 INFORMÁTICA Y COMUNICACIONES;67
AMBOS SEXOS;Castellón/Castelló;Informática de oficina;41
AMBOS SEXOS;Castellón/Castelló;Informática y comunicaciones;26
AMBOS SEXOS;Castellón/Castelló;17 INSTALACIÓN Y MANTENIMIENTO;9
AMBOS SEXOS;Castellón/Castelló;Mantenimiento de viviendas;9
AMBOS SEXOS;Castellón/Castelló;18 MADERA, MUEBLE Y CORCHO;6
AMBOS SEXOS;Castellón/Castelló;Carpintería y mueble;6
AMBOS SEXOS;Castellón/Castelló;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Castellón/Castelló;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Castellón/Castelló;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;Castellón/Castelló;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;Castellón/Castelló;24 TEXTIL, CONFECCIÓN Y PIEL;10
AMBOS SEXOS;Castellón/Castelló;Arreglo y reparación de artículos textiles y de piel;10
AMBOS SEXOS;Castellón/Castelló;Tapicería y cortinaje;0
AMBOS SEXOS;Castellón/Castelló;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;5
AMBOS SEXOS;Castellón/Castelló;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Castellón/Castelló;Mantenimiento de vehículos;5
AMBOS SEXOS;Castellón/Castelló;26 VIDRIO Y CERÁMICA;9
AMBOS SEXOS;Castellón/Castelló;Vidriería y alfarería;9
AMBOS SEXOS;Valencia/València;00 TOTAL;1.514
AMBOS SEXOS;Valencia/València;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
AMBOS SEXOS;Valencia/València;Acceso y Conservación en Instalaciones Deportivas;0
AMBOS SEXOS;Valencia/València;02 ADMINISTRACIÓN Y GESTIÓN;324
AMBOS SEXOS;Valencia/València;Servicios administrativos;324
AMBOS SEXOS;Valencia/València;03 AGRARIA;118
AMBOS SEXOS;Valencia/València;Actividades agropecuarias;4
AMBOS SEXOS;Valencia/València;Agro-jardinería y composiciones florales;73
AMBOS SEXOS;Valencia/València;Aprovechamientos forestales;41
AMBOS SEXOS;Valencia/València;04 ARTES GRÁFICAS;3
AMBOS SEXOS;Valencia/València;Artes gráficas;3
AMBOS SEXOS;Valencia/València;06 COMERCIO Y MARKETING;82
AMBOS SEXOS;Valencia/València;Servicios comerciales;82
AMBOS SEXOS;Valencia/València;07 EDIFICACIÓN Y OBRA CIVIL;11
AMBOS SEXOS;Valencia/València;Reforma y mantenimiento de edificios;11
AMBOS SEXOS;Valencia/València;08 ELECTRICIDAD Y ELECTRÓNICA;216
AMBOS SEXOS;Valencia/València;Electricidad y electrónica;200
AMBOS SEXOS;Valencia/València;Instalaciones electrotécnicas y mecánica;16
AMBOS SEXOS;Valencia/València;10 FABRICACIÓN MECÁNICA;86
AMBOS SEXOS;Valencia/València;Fabricación de elementos metálicos;13
AMBOS SEXOS;Valencia/València;Fabricación y montaje;73
AMBOS SEXOS;Valencia/València;11 HOSTELERÍA Y TURISMO;99
AMBOS SEXOS;Valencia/València;Actividades de panadería y pastelería;8
AMBOS SEXOS;Valencia/València;Alojamiento y lavandería;0
AMBOS SEXOS;Valencia/València;Cocina y restauración;91
AMBOS SEXOS;Valencia/València;12 IMAGEN PERSONAL;99
AMBOS SEXOS;Valencia/València;Peluquería y estética;99
AMBOS SEXOS;Valencia/València;14 INDUSTRIAS ALIMENTARIAS;19
AMBOS SEXOS;Valencia/València;Industrias alimentarias;19
AMBOS SEXOS;Valencia/València;16 INFORMÁTICA Y COMUNICACIONES;371
AMBOS SEXOS;Valencia/València;Informática de oficina;229
AMBOS SEXOS;Valencia/València;Informática y comunicaciones;142
AMBOS SEXOS;Valencia/València;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Valencia/València;Mantenimiento de viviendas;0
AMBOS SEXOS;Valencia/València;18 MADERA, MUEBLE Y CORCHO;20
AMBOS SEXOS;Valencia/València;Carpintería y mueble;20
AMBOS SEXOS;Valencia/València;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Valencia/València;Actividades marítimo-pesqueras;0
AMBOS SEXOS;Valencia/València;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
AMBOS SEXOS;Valencia/València;Actividades domésticas y limpieza de edificios;0
AMBOS SEXOS;Valencia/València;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Valencia/València;Arreglo y reparación de artículos textiles y de piel;0
AMBOS SEXOS;Valencia/València;Tapicería y cortinaje;0
AMBOS SEXOS;Valencia/València;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;60
AMBOS SEXOS;Valencia/València;Mantenimiento de embarcaciones deportivas y de recreo;0
AMBOS SEXOS;Valencia/València;Mantenimiento de vehículos;60
